GouldNumber,OriginalSubject,BaseFilename,FullFileName,Bird_1_GenusOnPiece,Bird_1_SpeciesOnPiece,Bird_1_CommonNameOnPiece,Bird_1_DateCreated,Bird_1_Medium,SubjectNote,Support,Artists-original,Artists,NamedArtists-original,NamedArtists,Book-ed,Book,Edition,Part,PlateNumber,SecondBook,SecondPart,SecondPlateNumber,PublicationNote,OriginalNoteworthyNote,OriginalNote,ArtistNote,GeneralNote,Size,ContentNote,PhysicalConditionNote,Bird_2_GenusOnPiece,Bird_2_SpeciesOnPiece,Bird_2_CommonNameOnPiece
0368a,Calamoherpe arundinacea,ksrl_sc_gould_0368a,ksrl_sc_gould_0368.tif,Calamoherpe,arundinacea,,1862,pencil and watercolor paint on paper,Calamoherpe arundinacea,,R,R,G;R,JG;R,GB_1,GB,1,2,73,,,,,proof not used for publication,"Color sketch of 3 birds.  Title in pencil by Sotheran, bookseller.  Reverse: colored litho proof, with 2 birds.  It appears that the proof came first, then the obverse drawing was made, changing one of the birds and adding the third.  Published version follows the layout of the drawing.   FS.",,See also image on other side.,,"Color sketch of 3 birds.  Title in pencil by Sotheran, bookseller.   It appears that the proof (0356b) came first, then this  drawing (0368A) was made, changing one of the birds and adding the third.  Published version follows the layout of this  drawing.",Full sheet,,,
0368b,Calamoherpe arundinacea,ksrl_sc_gould_0368b,ksrl_sc_gould_0368v.tif,Calamoherpe,arundinacea,,,,Calamoherpe arundinacea,,,,,,,,,,,,,,,,"Color sketch of 3 birds.  Title in pencil by Sotheran, bookseller.  Reverse: colored litho proof, with 2 birds.  It appears that the proof came first, then the obverse drawing was made, changing one of the birds and adding the third.  Published version follows the layout of the drawing.   FS.",,See also image on other side.,,"Colored litho proof, with 2 birds. It appears that this proof (0356B) came first, then the drawing (0368a) was made, changing one of the birds and adding the third.  Published version follows the layout of the drawing (0368a).",Full sheet,,,
1951,Calamodyta aquatica,ksrl_sc_gould_1951,ksrl_sc_gould_1951.tif,Calamodyta,aquatica,,1871,pencil on paper,Calamodyta aquatica,tissue,R,R,G;R,JG;R,GB_1,GB,1,2,76,,,,,,"Drawing on tissue; birds heavily overdrawn, probably by Gould.  Reversed on the stone.","Drawing on tissue; birds heavily overdrawn, probably by Gould.",,,Reversed on the stone.,,,,
1212,Cacatua gymnopsis,ksrl_sc_gould_1212,ksrl_sc_gould_1212.tif,Cacatua,gymnopsis,,,,Cacatua gymnopsis,,,,,,NG_1,NG,1,5,46 (cf.),,,,,,"Uncolored proof litho print; the design resembles that of NG V: 46 very closely indeed, but the published plate has the two birds further apart, a few apparently minor changes in the feet, bills, eyes and crests of the birds, and various changes in the background.  FS.",,,,"Uncolored proof litho print; the design resembles that of Birds of New Guinea V: 46 very closely indeed, but the published plate has the two birds further apart, a few apparently minor changes in the feet, bills, eyes and crests of the birds, and various changes in the background.",Full sheet,,,
1794,Cacatua gymnopis,ksrl_sc_gould_1794,ksrl_sc_gould_1794.tif,Cacatua,gymnopis,,1885,pencil on paper,Cacatua gymnopis,tissue,H,H,H,H,NG_1,NG,1,5,46,,,,,,Tracing on tissue; graphited on reverse.  Some changes in tree branches in published plate.,,Graphited on other side.,,Finely detailed tracing on tissue. Some changes in tree branches and foliage in published plate.,,,,
1590,Buphus comatus,ksrl_sc_gould_1590,ksrl_sc_gould_1590.tif,Buphus,comatus,,1866,pencil on paper,Buphus comatus,tissue,R,R,G;R,JG;R,GB_1,GB,1,4,25,,,,,,Drawing on tissue.,,,,Drawing on tissue.,,,,
577,Budytes rayi,ksrl_sc_gould_0577,ksrl_sc_gould_0577.tif,Budytes,rayi,,1868,pencil on paper,Budytes rayi,,R,R,G;R,JG;R,GB_1,GB,1,3,3,,,,,,"Layout drawing, birds well finished; 4 notes on form.  Sheet torn roughly to size, overall ca. 28 x 54cm.",,,28 x 54cm,"Layout drawing, birds well finished; 4 notes on form.",Sheet torn roughly to size,,,
1840,Budytes citreoloides,ksrl_sc_gould_1840,ksrl_sc_gould_1840.tif,Budytes,citreoloides,,1865-04,pencil on paper,Budytes citreoloides,,R,R,G;R,JG;R,AS_1,AS,1,4,64,,,,,,Drawing on paper.,,,,Drawing on thin paper.,,,,
1941,Budytes cinereocapilla,ksrl_sc_gould_1941,ksrl_sc_gould_1941.tif,Budytes,cinereocapilla,,1872,pencil on paper,Budytes cinereocapilla,tissue,H,H,G;H,JG;H,GB_1,GB,1,3,5,,,,,,Tracing on tissue; graphited on reverse.,,Graphited on other side.,,Tracing on tissue.,,,,
2223,Buceros cavatus,ksrl_sc_gould_2223,ksrl_sc_gould_2223.tif,Buceros,cavatus,,1831-1833,,Buceros cavatus,,EG,EG,EG,EG,HM_1,HM,1,1,44,,,,,,"Colored litho print.  Note in ink near tail ""Please to keep the black tender (under?) on the edge.""   Backed with a reversed text leaf of Odontophorus speciosus.  See Notes to Gould 2179.",,See Notes to Gould 2179. Backed with a reversed text leaf of Odontophorus speciosus.,,"Colored litho print.  Note in ink near tail ""Please to keep the black tender (under?) on the edge.""",,,,
2225,Bucco grandis,ksrl_sc_gould_2225,ksrl_sc_gould_2225.tif,Bucco,grandis,,1831-1833,,Bucco grandis,,EG,EG,EG,EG,HM_1,HM,1,1,46,,,,,,"Colored litho print.  The tail of the bird was partly obscured by the branch perch in the lithograph, but has been painted in front of the branch, with a few defining lines added; this is also true of the Spencer Library bound volume.    See Notes to Gould 2179.",,See Notes to Gould 2179.,,"Colored litho print.  The tail of the bird was partly obscured by the branch perch in the lithograph, but has been painted in front of the branch, with a few defining lines added; this is also true of the Spencer Library bound volume.",,,,
2226,Bucco grandis,ksrl_sc_gould_2226,ksrl_sc_gould_2226.tif,Bucco,grandis,,1831-1833,,Bucco grandis,,EG,EG,EG,EG,HM_1,HM,1,1,46,,,,,,"Colored litho print.  As Gould 2225, but with background (branch perch) partly colored.  Tail treatment as in Gould 2225.  Numbered in pencil ""46A.""  See Notes to Gould 2179.",,See Notes to Gould 2179.,,"Colored litho print.  As Gould 2225, but with background (branch perch) partly colored.  Tail treatment as in Gould 2225.  Numbered in pencil ""46A.""",,,,
1666,Bubo maximus,ksrl_sc_gould_1666,ksrl_sc_gould_1666.tif,Bubo,maximus,,1832-1837,pencil on paper,Bubo maximus,tissue,L,L,L,L,EU_1,EU,1,1,37,,,,,,"Tracing on tissue; reverse graphited.  The page is complete with Lear's signature in the drawing, and carefully lettered artist, title, and printer cutlines.  Reversed on the stone.",,Graphited on the other side.,,"Tracing on tissue.  The page is complete with  Lear's signature in the drawing, and carefully lettered artist, title, and printer cutlines.   Reversed on the stone.",,,,
0815b,Brake locustelle,ksrl_sc_gould_0815b,ksrl_sc_gould_0815v.tif,Brake,locustelle,,,,Brake locustelle,,,,,,,,,,,,,,,,"2 gull-like birds.  Layout sketch, carefully but inexpertly worked up--looks unlike  the work of Gould or Richter; heavily traced.  Reverse: uncolored litho print of Brake locustelle.  35 x 49cm.",,See also image on other side.,35 x 49cm,Uncolored litho print of Brake locustelle,,,,
1698,Bourcieria traviesi,ksrl_sc_gould_1698,ksrl_sc_gould_1698.tif,Bourcieria,traviesi,,1880-1887,pencil on paper,Bourcieria traviesi,tissue,H,H,G;H,JG;H,HB_1,HB,1S,1,21,,,,,,Tracing on tissue; reversed on the stone.,,,,Tracing on tissue; reversed on the stone.,,,,
1627a,Bourcieria traviesi,ksrl_sc_gould_1627a,ksrl_sc_gould_1627.tif,Bourcieria,traviesi,,after 1885,pencil on paper,Bourcieria traviesi,tissue,H,H,G;H,JG;H,HB_1,HB,1S,1,20,,,,,,"Drawing on 2 pieces of tissue, overlapped and attached to establish relation of the 2 birds.  Some corrections, including shortening lines and the word ""less""; some rough drawing on the reverse, probably by Gould.",,See also image on other side.,,"Drawing on 2 pieces of tissue, overlapped and attached to establish relation of the 2 birds.  Some corrections, including shortening lines and the word ""less"". Rough drawing probably by Gould.",,,,
1627b,Bourcieria traviesi,ksrl_sc_gould_1627,ksrl_sc_gould_1627.tif,Bourcieria,traviesi,,,pencil on paper,Bourcieria traviesi,tissue,,,,,,,,,,,,,,,"Drawing on 2 pieces of tissue, overlapped and attached to establish relation of the 2 birds.  Some corrections, including shortening lines and the word ""less""; some rough drawing on the reverse, probably by Gould.",,,,"Drawing on 2 pieces of tissue, overlapped and attached to establish relation of the 2 birds.  Birds finely drawn; corrections on other side.",,,,
917,Bourcieria torquata,ksrl_sc_gould_0917,ksrl_sc_gould_0917.tif,Bourcieria,torquata,,1854,pencil and watercolor paint on paper,Bourcieria torquata,,R,R,G;R,JG;R,HB_1,HB,1,4,251,,,,,,"Layout painting, main part of foliage well finished, painting rough on birds; note on form, another illegible (staining). Title in pencil by Sotheran, bookseller.  FS.",,,,"Layout painting, main part of foliage well finished, painting rough on birds; note on form, another illegible (staining). Title in pencil by Sotheran, bookseller.",Full sheet,,,
1697,Bourcieria insectivora,ksrl_sc_gould_1697,ksrl_sc_gould_1697.tif,Bourcieria,insectivora,,1880-1887,pencil on paper,Bourcieria insectivora,tissue,H,H,G;H,JG;H,HB_1,HB,1S,1,20,,,,,,"Tracing on tissue.  One bird detail drawn on the obverse and graphited on the reverse, another treated in the opposite direction.  Reversed on the stone.",,"One bird detail drawn on the obverse and graphited on the reverse, another treated in the opposite direction.",,"Tracing on tissue.  One bird detail drawn on the obverse and graphited on the reverse, another treated in the opposite direction.  Reversed on the stone.",,,,
126,Bourcieria inca,ksrl_sc_gould_0126,ksrl_sc_gould_0126.tif,Bourcieria,inca,,1854,pencil and watercolor paint on paper,Bourcieria inca,,R,R,G;R,JG;R,HB_1,HB,1,4,254,,,,,,"Layout drawing, birds well finished; correction; watercolor limited to white highlights on flower.  FS",,,,"Layout drawing, birds well finished; correction; watercolor limited to white highlights on flower.",Full sheet,,,
191,Bourcieria fulgidigula,ksrl_sc_gould_0191,ksrl_sc_gould_0191.tif,Bourcieria,fulgidigula,,1854,pencil on paper,Bourcieria fulgidigula,,R,R,G;R,JG;R,HB_1,HB,1,4,252,,,,,,"Layout drawing, birds well finished, most of plant indicated with very rough sketch lines.; corrections; ""from the other species""; ""June 3d -- Monday, 19th""; 4 heavy spots of black crayon, perhaps intended as centering devices.  Title in pencil by Sotheran, bookseller.  FS",,,,"Layout drawing, birds well finished, most of plant indicated with very rough sketch lines.; corrections; ""from the other species""; ""June 3d -- Monday, 19th""; 4 heavy spots of black crayon, perhaps intended as centering devices. Title in pencil by Sotheran, bookseller.",Full sheet,,,
0203a,Bourcieria conradi,ksrl_sc_gould_0203a,ksrl_sc_gould_0203.tif,Bourcieria,conradi,,1859,pencil on paper,Bourcieria conradi,,R,R,G;R,JG;R,HB_1,HB,1,4,253,,,,,,"Well advanced drawing, birds well finished; detail sketch of tail in margin; ""Feet bright yellow""; large letter E.  Reverse: unidentified non-ornithological sketch; large letter ""E"" (repeated from obverse).  FS",,See also image on other side.,,"Well advanced drawing, birds well finished; detail sketch of tail in margin; ""Feet bright yellow""; large letter E.",Full sheet,,,
453,Botaurus stellaris,ksrl_sc_gould_0453,ksrl_sc_gould_0453.tif,Botaurus,stellaris,,1864,pencil and watercolor paint on paper,Botaurus stellaris,,R,R,G;R,JG;R,GB_1,GB,1,4,27,,,,,,"Layout sketch, in color, by Gould, worked up a little by Richter.  Slight adjustments in published plate.  FS.","Layout sketch, in color, by Gould, worked up a little by Richter.",,,Slight adjustments in published plate.,Full sheet,,,
1765,Botaurus lentiginosus,ksrl_sc_gould_1765,ksrl_sc_gould_1765.tif,Botaurus,lentiginosus,,1872,pencil on paper,Botaurus lentiginosus,tissue,H,H,G;H,JG;H,GB_1,GB,1,4,28,,,,,,Finely detailed tracing on tissue; graphited on reverse.,,Graphited on other side.,,Finely detailed tracing on tissue.,,,,
1033,Bombycivora garrula[?],ksrl_sc_gould_1033,ksrl_sc_gould_1033.tif,,,,,watercolor paint,Bombycivora garrula?,,EG,EG,JG;EG,JG;EG,EU_1,EU,1,3,160,,,,,Nice comparison of two pieces of Elizabeth Gould's work.,"Finely finished painting with simple branch perch for 2 birds; clearly in E. Gould's distinctive style; the published plate cited appears to be later and more accomplished work by Mrs. Gould: it shows only one bird and is not at all modeled on the composition of the present drawing.  Reverse: ""? by Richter,"" probably written by Sotherans.  FS.",Clearly in E. Gould's distinctive style; the published plate cited appears to be later and more accomplished work by Mrs. Gould: it shows only one bird and is not at all modeled on the composition of the present drawing.," ""? by Richter,"" on other side,  probably written by Sotherans.",,Finely finished painting with simple branch perch for 2 birds,Full sheet,,,
0737a,Bettongia?,ksrl_sc_gould_0737a,ksrl_sc_gould_0737.tif,,,,1852,pencil and watercolor paint on paper,Bettongia?,,G,JG,G;R,JG;R,MM_1,MM,1,2,61?,,,,,,"Rough drawing, color added, cut through vertically and pinned together to bring the two animals 4cm closer together (now apart for safety); identification not certain, but the right-hand figure is similar to principal figure on B. p. plate in Mammals of Australia; the only obvious difference is the shape of the ears, which in turn are more like that of the plate of the B.p. in Macropodidae. The text to the Mammals plate states that the animals are the size of life, as is Gould's usual convention, but those in the Macropodidae plate are less than half the size.  Reverse: very rough compositional sketch for the drawing.  Ca. 66 x 44cm (pinned together).",,See also image on other side.,66 x 44cm (pinned together).,"Rough drawing, color added; identification not certain, but the right-hand figure is similar to principal figure on Bettongia penicillata plate in Mammals of Australia; the only obvious difference is the shape of the ears, which in turn are more like that of the plate of the Bettongia penicillata in Monograph of the Macropodidae, or family of kangaroos. The text to the Mammals of Australia plate states that the animals are the size of life, as is Gould's usual convention, but those in the Macropodidae plate are less than half the size.",Cut through vertically and pinned together to bring the two animals 4cm closer together (now apart for safety),,,
705,Bettongia rufescens,ksrl_sc_gould_0705,ksrl_sc_gould_0705.tif,Bettongia,rufescens,,1855,pencil on paper,Bettongia rufescens,,R,R,G;R,JG;R,MM_1,MM,1,2,65,,,,,,"Layout drawing, animals advanced; 3 notes on form.  FS.",,,,"Layout drawing, animals advanced; 3 notes on form.",Full sheet,,,
635,Bettongia penicillata,ksrl_sc_gould_0635,ksrl_sc_gould_0635.tif,Bettongia,penicillata,,1841-1842 / 1852,pencil on paper,Bettongia penicillata,,,,G;R,JG;R,KR_1,KR,1,1,14,MM,2,61,,,"23 reference sketches, plus lengthy descriptive notes on behavior, both sides of a sheet ruled into 4 columns; the 2 specimens on the Mammals plate cited look quite like 2 of the sketches.   It has been suggested that the notes are by Richter, but the handwriting is different from that in Gould 605 with Richter's signature.  40 x 55cm.",,,40 x 55cm,"23 reference sketches, plus lengthy descriptive notes on behavior, both sides of a sheet ruled into 4 columns; the 2 specimens on the Mammals plate cited look quite like 2 of the sketches.   It has been suggested that the notes are by Richter, but the handwriting is different from that in Gould 605 with Richter's signature.",,,,
736,Bettongia penicillata,ksrl_sc_gould_0736,ksrl_sc_gould_0736.tif,Bettongia,penicillata,,,pencil and watercolor paint on paper,Bettongia penicillata,,R,R,G;R,JG;R,KR_1,KR,1,1,14,,,,,,"Preliminary to a layout drawing, showing 2 out of 3 animals as in the published plates; 2 detailed nose drawings, labeled ""male,"" in margin; see also Gould 0635.  FS.",,,,"Preliminary to a layout drawing, showing 2 out of 3 animals as in the published plates; 2 detailed nose drawings, labeled ""male,"" in margin; see also Gould 0635.",Full sheet,,,
0742b,Bettongia ogilbyi,ksrl_sc_gould_0742b,ksrl_sc_gould_0742v.tif,Bettongia,ogilbyi,,1852,pencil on paper,Bettongia ogilbyi,,G,JG,G;R,JG;R,MM_1,MM,1,2,61,,,,,,Very quick conceptual layout sketch.  Obverse: Gould 0742A.  FS.,,See also image on other side.,,Very quick conceptual layout sketch.,Full sheet,,,
0659b,Bettongia ogilbyi,ksrl_sc_gould_0659b,ksrl_sc_gould_0659v.tif,Bettongia,ogilbyi,,,,Bettongia ogilbyi,,,,,,,,,,,,,,,,"Layout drawing, animals quite advanced; superimposed on the principal figure is a rough sketching of the skeletal anatomy; in lower margin, a diagram, not relevant.  Reverse: uncolored litho print of  Bettongia ogilbyi.  FS.",,See also image on other side.,,Uncolored litho print of Bettongia ogilbyi.,Full sheet,,,
0682a,Bettongia cuniculus,ksrl_sc_gould_0682a,ksrl_sc_gould_0682.tif,Bettongia,cuniculus,,1854,pencil on paper,Bettongia cuniculus,,R,R,G;R,JG;R,MM_1,MM,1,2,63,,,,,,"Layout drawing, principal animal well finished; 2 notes on color.  Reverse: uncolored litho print of Pyrrhula erythrocephala.  Ca. 54 x 39cm.",,See also image on other side.,54 x 39cm,"Layout drawing, principal animal well finished; 2 notes on color.",,,,
0674a,Bettongia campestris,ksrl_sc_gould_0674a,ksrl_sc_gould_0674.tif,Bettongia,campestris,,1851,pencil on paper,Bettongia campestris,,R,R,,,MM_1,MM,1,2,66,,,,,,Very rapid sketches of animal in motion and various positions; not a layout design.  Reverse: uncolored litho print of Dacelo gigantea.  FS.,,See also image on other side.,,Very rapid sketches of animal in motion and various positions; not a layout design.,Full sheet,,,
